Ref,x,y,Connectivity,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment,Visual Clustering Coefficient,Visual Control,Visual Controllability,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
5505059,192,954,425,1710.897,0.18261608,126.75168,35.18404,85.78582,1.2465173,160.93813,343.12103,16265.968,826104,0.76231962,0.97961992,0.27759635,1.6383919,6.2660251,0.68672448,0.87407541,2.4509804,3265,2.2848306
5505060,192,956,420,1695.0735,0.18068188,129.04137,33.404205,84.175507,1.2909859,118.35894,343.35382,15362.353,753668,0.76475734,0.97104967,0.27468935,1.6359526,6.2567773,0.68571097,0.87392294,2.453125,3265,2.2881482
5505061,192,958,409,1664.0554,0.17845321,131.68102,31.77383,82.693382,2.5561318,119.77696,342.31555,14445.991,687104,0.7689966,0.94173348,0.2674951,1.6311479,6.2423,0.68412435,0.87368381,2.456495,3265,2.2939279
5505062,192,960,399,1621.6456,0.17601351,134.72653,30.250364,81.346619,4.1699843,121.82163,340.25922,13652.597,631376,0.77216911,0.91611618,0.26267281,1.6251198,6.2161489,0.68125832,0.87325084,2.4626226,3265,2.3029835
5505063,192,962,383,1553.1506,0.17070399,138.57693,28.623684,80.0383,3.6529958,130.74974,338.1348,12709.873,569340,0.77075446,0.88153315,0.25431606,1.6156574,6.178616,0.67714494,0.87262696,2.4715073,3265,2.3166058
5505064,192,964,316,1257.8105,0.18915424,149.96518,23.363262,78.759048,2.2227128,124.99786,289.07101,9322.5586,381872,0.78382558,0.77691436,0.24515128,1.7468455,5.5687547,0.61030722,0.86205864,2.6326592,3265,2.3063319
5505065,192,966,220,884.19751,0.18539737,174.76807,15.671193,77.510292,0.63838279,108.98304,244.80923,5088.147,159856,0.82249898,0.540169,0.17684887,1.6819978,5.4242172,0.59446669,0.85942477,2.6761642,3265,2.3848097
5505068,192,972,204,820.13745,0.23472525,141.18027,30.348335,65.826218,0.23319189,120.79993,209.54068,6320.0034,235652,0.80377668,0.42895362,0.16735029,1.6649601,5.3848472,0.59015191,0.85869801,2.6884191,3265,2.4067795
5505069,192,974,217,846.53784,0.32558134,157.99272,23.194,58.501747,2.1854794,86.922646,180.75835,5376.7739,162356,0.88667005,0.43445891,0.1891892,1.6673574,5.3115973,0.58212405,0.85733491,2.7117035,3265,2.4209146
5505070,192,976,179,716.62628,0.38195661,174.89258,19.690321,53.198185,2.9379976,71.680687,153.54803,3846.0964,100568,0.94651937,0.36770928,0.15868795,1.6367624,5.2570229,0.57614297,0.85630995,2.7294731,3265,2.4566579
5505071,192,978,131,530.49902,0.62189239,197.83284,17.184235,33.712303,1.610111,47.403187,103.53558,2455.3052,54436,0.98073989,0.26268005,0.11738351,1.594752,5.2017341,0.57008362,0.85526317,2.7478554,3265,2.5026112
5505073,192,982,161,655.02496,0.37567365,151.75011,20.541464,45.239307,0.58547312,63.151852,148.02275,3530.21,97620,0.88090062,0.38457549,0.14048865,1.626876,5.2579541,0.57624507,0.85632747,2.7291667,3265,2.4639876
5505074,192,984,207,814.39331,0.42936251,166.2796,19.378956,43.399769,2.5767369,59.240463,154.38673,4400.3716,115796,0.9063834,0.4649283,0.18094406,1.6600037,5.2992668,0.5807727,0.85710406,2.7156863,3265,2.4292259
5505075,192,986,224,886.4458,0.45805788,178.03908,18.623886,42.269798,4.5657296,56.388714,155.94478,4664.4302,119280,0.92148465,0.48833367,0.1959755,1.6713483,5.3134995,0.58233249,0.8573705,2.7110908,3265,2.4175687
5505076,192,988,230,918.02209,0.47733971,188.54619,18.39934,40.467888,4.9868584,54.963394,155.45966,4747.0234,119324,0.93548512,0.49493411,0.20210896,1.6736416,5.3144507,0.5824368,0.85738826,2.7107842,3265,2.4158664
5505077,192,990,235,930.91992,0.49987563,198.11905,18.684908,37.994926,3.1878943,53.470692,152.97839,4942.0952,125252,0.93817055,0.50481462,0.20650263,1.6766438,5.3192139,0.58295882,0.85747731,2.7092524,3265,2.4126394
5505078,192,992,233,927.87451,0.51980889,206.7739,19.48197,37.33593,1.2127045,61.20063,149.771,5049.3643,130276,0.94176412,0.50195491,0.20546737,1.6743078,5.3134995,0.58233249,0.8573705,2.7110908,3265,2.4157536
5570581,194,926,159,645.13812,0.21595916,99.641327,33.493515,75.999229,1.8438245,113.19516,193.75168,5627.9956,279424,0.78966641,0.49522334,0.25980392,1.8690896,3.9295411,0.43065771,0.82840014,3.3137255,3265,2.6068287
5570582,194,928,192,779.26593,0.092026763,101.90034,35.948833,127.99323,2.1781847,228.29158,326.20508,7552.7285,449244,0.69093585,0.58060592,0.13636364,1.4808187,5.8279448,0.63871312,0.86665332,2.5600491,3265,2.4863985
5570583,194,930,242,971.05499,0.089355417,103.77896,35.858376,125.97205,2.1526816,250.90121,369.54422,10362.538,660124,0.67854327,0.69833076,0.15994713,1.5324073,6.0109162,0.65876585,0.86980349,2.5125613,3265,2.4099543
5570584,194,932,285,1139.0857,0.10295025,105.99992,36.320858,123.98546,2.4934852,249.67149,372.88028,13011.398,847200,0.71576476,0.77457809,0.18603133,1.5640608,6.0873628,0.667144,0.87109792,2.4935663,3265,2.3709219
5570585,194,934,324,1294.3341,0.11468556,108.2568,35.898914,122.03303,3.1302853,250.01263,376.59433,14974.586,947152,0.74479228,0.84754354,0.21414408,1.5857531,6.1124396,0.66989231,0.87151986,2.4874387,3265,2.3500001
5570586,194,936,357,1436.3026,0.13776898,110.56777,34.938332,111.44194,3.1589515,230.56326,361.953,16551.646,1021364,0.74766308,0.9051984,0.23595506,1.6037812,6.1542706,0.6744768,0.8722207,2.4773285,3265,2.3292096
5570587,194,938,380,1547.5798,0.13661562,112.87199,33.162128,109.4094,1.640771,232.97235,377.29523,17248.875,1021168,0.74563253,0.95177561,0.25165564,1.6148404,6.179903,0.67728597,0.87264836,2.4712009,3265,2.3168285
